Pupils,Girls,Boys,Gross_salary_year,Total_Teachers,Total_Teaching_Assistants ,Non_classroom_based_support,Full_Time_Teachers,Pupil_Teacher_Ratio,Grammer_score_AVERAGE,Math_score_AVERAGE,Reading_score_AVERAGE,School_Phase
122,49.2,50.8,36078,9,4,2,7.7,15.3,107,107,108,Primary
112,50,50,38610,6,12,2,4.6,22.4,106,105,103,Primary
421,44.9,55.1,38453,22,21,7,19.9,20.7,101,102,101,Primary
417,44.1,55.9,38906,18,26,7,16.3,25.6,0,0,0,Primary
443,50.8,49.2,38961,21,17,4,18.7,23,100,102,101,Primary
80,47.5,52.5,35175,8,4,1,6.5,12.3,104,102,100,Primary
216,48.6,51.4,37236,13,12,3,9.8,22,108,106,106,Primary
206,43.2,56.8,35850,11,18,1,9.2,21.7,102,100,106,Primary
52,44.2,55.8,35547,4,1,3,2.7,19.3,106,106,107,Primary
185,43.8,56.2,39839,10,10,2,8.9,20.8,105,102,106,Primary
29,44.8,55.2,34984,4,2,1,2.9,9.5,108,106,108,Primary
80,56.3,43.8,42905,6,4,3,4.1,19.4,108,104,104,Primary
85,43.5,56.5,35576,7,4,1,4,20.5,107,108,106,Primary
140,54.3,45.7,36591,10,12,3,6.9,19.8,105,107,105,Primary
21,52.4,47.6,32015,4,1,3,2.3,8.4,108,106,105,Primary
139,44.6,55.4,36059,7,11,2,7,18.8,110,105,109,Primary
39,53.8,46.2,36961,4,1,1,2.8,12.9,110,109,109,Primary
126,51.6,48.4,31098,8,3,3,7,18,103,103,101,Primary
72,51.4,48.6,39886,5,5,2,3.7,18.4,107,104,104,Primary
101,51.5,48.5,36534,5,3,4,4.5,22.7,106,106,106,Primary
68,38.2,61.8,44123,3,9,2,2.2,29.1,102,100,106,Primary
18,27.8,72.2,36135,4,3,2,2.2,8.2,111,110,109,Primary
165,52.1,47.9,36245,9,6,2,8.1,20.3,105,104,103,Primary
139,50.4,49.6,36787,9,12,3,7.4,18.8,101,103,102,Primary
108,53.7,46.3,38140,6,5,3,5,20.5,102,101,102,Primary
203,47.3,52.7,39829,14,22,3,10.2,19.5,108,107,106,Primary
53,50.9,49.1,33014,7,5,2,5.2,9.7,102,101,104,Primary
153,56.2,43.8,37794,9,8,4,7.6,20.1,105,103,103,Primary
58,56.9,43.1,39231,6,2,2,3.3,17.6,104,105,106,Primary
54,44.4,55.6,39418,8,4,2,3.4,15.8,103,103,101,Primary
261,45.2,54.8,36046,14,8,5,12.1,21.6,106,104,105,Primary
54,48.1,51.9,38056,6,5,2,3,18,107,105,104,Primary
154,48.7,51.3,40558,9,11,3,7.5,19.4,103,103,100,Primary
70,50,50,44398,4,7,1,3.7,18.3,101,105,104,Primary
103,50.5,49.5,48042,6,7,4,4.6,21.1,106,106,105,Primary
63,52.4,47.6,38456,5,6,2,4,15.6,109,107,108,Primary
174,49.4,50.6,35057,9,11,3,8.4,20.7,105,103,106,Primary
63,47.6,52.4,40412,6,5,2,3.7,15.5,108,106,106,Primary
97,49.5,50.5,34899,6,4,3,5.1,19,104,103,103,Primary
271,49.1,50.9,41446,11,23,4,10.8,24.3,103,101,104,Primary
52,46.2,53.8,39486,4,4,2,2.7,19.3,107,105,105,Primary
117,44.4,55.6,36051,7,8,1,6.4,18.3,105,105,106,Primary
101,42.6,57.4,39326,5,6,1,4.8,19.6,109,108,109,Primary
134,46.3,53.7,38227,8,9,3,7.1,18.2,108,104,103,Primary
169,44.4,55.6,40166,9,6,5,8,21.2,109,106,107,Primary
144,49.3,50.7,31771,10,10,2,5.9,24.2,108,108,104,Primary
53,58.5,41.5,45802,5,7,2,3.3,15.8,110,109,109,Primary
72,37.5,62.5,41148,5,3,2,4.4,16.4,108,109,106,Primary
44,59.1,40.9,28764,5,2,3,5,8.2,101,101,101,Primary
78,52.6,47.4,48243,7,6,3,4.6,17,105,106,105,Primary
133,56.4,43.6,36179,8,6,2,6.3,21.1,103,103,101,Primary
71,43.7,56.3,35249,7,1,3,4.7,15.3,104,101,104,Primary
147,42.9,57.1,36863,10,5,3,9,15.9,97,98,96,Primary
52,53.8,46.2,46441,4,4,1,3.1,16.8,108,104,105,Primary
97,49.5,50.5,40856,6,9,1,5,18.8,109,107,105,Primary
53,50.9,49.1,38597,5,2,1,3.2,15.7,109,108,111,Primary
108,51.9,48.1,38300,8,7,5,5.9,18,110,107,106,Primary
34,47.1,52.9,34946,6,2,3,2.3,13.7,107,108,104,Primary
76,50,50,38217,6,5,3,4.1,17.3,107,104,104,Primary
65,56.9,43.1,37882,6,10,4,4.2,15.4,109,107,108,Primary
77,54.5,45.5,33122,7,3,3,5.8,12.9,114,110,108,Primary
54,51.9,48.1,35208,4,1,3,3.2,16.6,105,103,102,Primary
33,48.5,51.5,37252,6,3,2,3,10.7,101,101,101,Primary
182,50,50,39132,10,16,3,8.1,22.2,109,107,106,Primary
239,48.5,51.5,38579,15,17,17,9.8,23,105,106,105,Primary
113,45.1,54.9,37469,8,9,4,5.1,22.3,103,103,103,Primary
161,48.4,51.6,39997,14,12,7,9,17.8,104,105,105,Primary
39,43.6,56.4,42776,3,4,3,2.2,17.7,104,106,103,Primary
21,42.9,57.1,44438,5,1,2,3.2,6.6,105,101,106,Primary
93,45.2,54.8,40646,6,6,3,4.8,17.7,109,107,108,Primary
30,43.3,56.7,33075,4,8,2,1.6,18.9,106,103,103,Primary
54,57.4,42.6,35732,4,2,3,2.8,18,102,101,101,Primary
45,57.8,42.2,38859,4,4,2,2.9,14.7,110,109,109,Primary
96,46.9,53.1,39231,6,8,2,4.3,22.3,105,103,104,Primary
204,52.9,47.1,37562,10,15,4,9.8,19.7,110,105,103,Primary
156,53.2,46.8,35669,8,9,1,7.8,20,108,107,106,Primary
225,47.1,52.9,33964,12,16,3,10.2,21.6,101,103,102,Primary
210,51.4,48.6,42751,10,7,3,10,21,109,108,104,Primary
197,46.7,53.3,38372,10,10,5,8.9,22.1,111,108,108,Primary
74,44.6,55.4,43007,5,7,4,3.8,19.5,111,109,107,Primary
60,48.3,51.7,40488,7,5,2,4.7,12.8,109,105,106,Primary
73,45.2,54.8,36775,4,2,1,3.5,20.9,106,106,104,Primary
204,51,49,40649,10,9,2,9.2,22.1,110,107,108,Primary
76,35.5,64.5,37192,5,4,2,5,15.2,111,111,111,Primary
191,49.7,50.3,39815,11,21,3,8.7,22,107,106,104,Primary
62,50,50,41183,6,7,2,4.5,12.6,106,105,106,Primary
214,56.1,43.9,35779,13,7,2,11.5,17.5,114,110,109,Primary
270,54.8,45.2,40726,12,11,3,10.8,25,107,107,107,Primary
290,50.7,49.3,44102,12,27,3,10,26.5,105,104,105,Primary
98,40.8,59.2,41282,9,5,3,6.4,15.3,112,109,109,Primary
125,43.2,56.8,39215,7,3,3,4.9,25.6,110,109,107,Primary
96,54.2,45.8,38832,5,6,1,4.3,22.5,102,99,100,Primary
127,40.9,59.1,40462,10,1,4,8.4,15.1,97,95,98,Primary
195,45.6,54.4,38031,10,20,3,9.2,19.7,108,108,107,Primary
220,53.6,46.4,46832,11,10,3,9.5,22.9,101,100,101,Primary
165,50.3,49.7,40153,10,7,2,9.4,17.6,109,105,106,Primary
231,51.5,48.5,33232,17,8,4,13.8,16.1,106,105,105,Primary
228,52.2,47.8,35697,12,11,2,10.8,20.4,109,107,108,Primary
99,48.5,51.5,36145,9,5,2,7,14.2,101,102,103,Primary
235,50.2,49.8,36028,14,17,4,11.2,21.1,105,105,106,Primary
89,43.8,56.2,38466,6,7,4,5,17.8,0,0,0,Primary
110,39.1,60.9,37768,14,4,4,11.3,9.7,111,107,109,Secondary
121,46.3,53.7,35963,16,4,7,12,10.1,113,110,110,Secondary
103,54.4,45.6,35780,11,2,8,10.6,9.7,106,104,105,Secondary
443,49.7,50.3,41127,32,12,16,27.3,16.2,108,109,107,Secondary
628,49.4,50.6,40225,43,7,14,39.4,15.9,107,103,103,Secondary
979,51.8,48.2,42006,72,13,40,61.3,16,107,105,103,Secondary
171,49.7,50.3,38870,29,10,7,13.8,12.4,107,108,108,Secondary
1382,52.1,47.9,38877,86,12,38,81.1,17,109,107,106,Secondary
522,48.3,51.7,40359,40,9,15,32.9,15.9,111,110,108,Secondary
1398,49,51,40186,103,27,34,86.5,16.2,111,107,104,Secondary
1249,50,50,41542,91,23,26,81,15.4,105,104,103,Secondary
1070,51,49,40235,63,17,19,57.7,18.5,105,104,106,Secondary
525,50.9,49.1,42165,38,8,18,35.6,14.7,105,105,103,Secondary
729,48.3,51.7,42521,48,16,27,40.5,18,108,106,106,Secondary
693,48.5,51.5,39531,49,25,19,43.1,16.1,109,107,107,Secondary
165,47.3,52.7,35361,12,8,6,9.5,17.4,114,111,114,Primary
261,48.7,51.3,37736,15,11,3,12.7,20.5,110,110,108,Primary
136,55.9,44.1,31678,8,5,1,6.7,19.9,105,103,103,Primary
233,44.6,55.4,40201,14,7,3,11.6,19.4,109,107,105,Primary
95,52.6,47.4,33390,6,13,2,5.5,17.3,109,107,104,Primary
189,52.9,47.1,40170,9,9,4,7.6,23.4,103,101,101,Primary
172,46.5,53.5,40441,14,8,2,8.6,19,104,103,103,Primary
71,45.1,54.9,35375,7,2,3,5.3,12.6,108,104,105,Primary
224,53.1,46.9,37753,15,17,2,12,18.2,106,107,105,Primary
46,47.8,52.2,37090,6,4,3,3.9,11.9,106,105,106,Primary
66,43.9,56.1,34291,3,5,0,3,21,,,,Primary
67,53.7,46.3,28793,6,5,2,4.1,15.7,106,105,104,Primary
72,63.9,36.1,36332,7,7,1,4,17.5,109,105,105,Primary
113,54,46,33745,9,9,2,6.4,17.2,106,107,107,Primary
449,52.1,47.9,39468,26,18,5,21.6,20.4,104,101,104,Primary
438,46.8,53.2,38563,19,16,3,18.8,21.6,107,105,104,Primary
278,52.9,47.1,38157,14,22,2,13.7,19.5,112,108,107,Primary
188,46.3,53.7,36499,10,15,1,10,18.8,106,103,101,Primary
152,38.2,61.8,36913,9,7,3,8.2,18.5,110,107,106,Primary
246,49.2,50.8,46968,14,19,5,12.6,19.5,103,101,102,Primary
128,47.7,52.3,34484,8,8,1,6.7,18.1,107,106,109,Primary
214,53.3,46.7,36796,11,9,4,10.1,20.9,105,103,103,Primary
178,47.8,52.2,39046,8,8,2,8,20.4,104,105,102,Primary
229,50.2,49.8,37601,14,16,6,10.7,21.4,105,104,103,Primary
208,44.7,55.3,37263,14,20,2,12.8,15,102,101,101,Primary
260,44.2,55.8,33149,16,10,2,15.8,15.7,108,106,105,Primary
371,45.8,54.2,38882,18,1,4,15.3,23.8,105,104,103,Primary
307,49.5,50.5,39930,18,19,11,13.7,21.5,105,105,104,Primary
645,52.6,47.4,43875,39,11,17,34.9,18.5,106,104,102,Secondary
752,54.5,45.5,40598,47,13,22,41.4,18.2,105,106,104,Secondary
1237,49.6,50.4,39450,72,31,46,66.8,18.5,104,105,105,Secondary
863,45.5,54.5,43764,56,28,23,54.7,15.8,106,104,104,Secondary
200,43.5,56.5,37976,10,16,1,9.5,19.5,111,109,109,Primary
1202,50.4,49.6,40789,103,22,49,79.4,15.1,107,102,106,Secondary
1079,50.1,49.9,41224,69,23,32,60.6,17.8,107,105,103,Secondary
943,49.8,50.2,41379,67,11,29,59,16,104,107,108,Secondary
883,50.6,49.4,41050,60,3,20,53,16.7,108,104,105,Secondary
207,49.3,50.7,36279,12,7,3,9.1,22.1,100,101,97,Primary
1288,51.3,48.7,42155,90,22,33,68.6,18.8,106,105,103,Secondary
401,51.6,48.4,39290,38,7,14,24.8,16.1,106,104,105,Secondary
1024,55.1,44.9,40005,85,17,45,63.8,16.1,104,101,102,Secondary
387,45.7,54.3,41389,27,7,12,22.5,17.2,105,104,103,Secondary
1428,49.6,50.4,40213,95,37,41,82.6,17.3,108,106,109,Secondary
983,49.5,50.5,41431,71,18,20,59.8,16.4,107,103,106,Secondary
197,42.6,57.4,39067,20,18,9,15.5,12.7,105,103,103,Secondary
319,43.9,56.1,41693,28,11,13,20.1,15.9,108,108,105,Secondary
1670,51,49,41990,105,30,55,89.6,18.6,106,105,104,Secondary
131,49.6,50.4,33772,10,14,2,7.7,17,103,101,101,Primary
172,41.3,58.7,42654,15,13,3,11.2,15.4,105,105,104,Primary
307,52.4,47.6,30012,13,7,2,13,23,108,105,106,Primary
71,50.7,49.3,36312,5,6,3,4.1,17.3,109,109,106,Primary
143,52.4,47.6,37098,10,9,2,7.4,19,102,99,102,Primary
101,52.5,47.5,34725,6,3,5,5,19,106,105,104,Primary
364,50,50,38201,22,16,4,16.6,21.9,106,106,108,Primary
33,54.5,45.5,38672,3,2,1,2.4,13.6,105,102,106,Primary
449,46.3,53.7,40975,23,20,1,19.3,22.6,106,104,103,Primary
106,43.4,56.6,37735,6,5,1,5.2,19,108,107,105,Primary
449,48.3,51.7,35372,19,25,4,17.1,23.3,107,104,102,Primary
118,37.3,62.7,34530,9,4,5,7.2,16.3,101,101,100,Primary
285,34.7,65.3,39972,25,6,11,21.8,13.1,100,101,98,Secondary
553,50.6,49.4,39581,40,14,16,38.2,14.5,105,105,105,Secondary
816,47.1,52.9,39646,54,25,20,51.5,15.8,110,107,103,Secondary
421,50.6,49.4,44990,23,27,6,18.9,22.2,111,109,108,Primary
98,53.1,46.9,31563,6,7,2,4.8,19.5,103,101,102,Primary
98,43.9,56.1,34817,6,5,3,6,15.7,106,105,105,Primary
284,48.9,51.1,45035,16,13,4,12.2,22.7,106,105,104,Primary
49,51,49,43971,5,5,1,4.5,10.6,107,105,106,Primary
378,54.5,45.5,37532,17,29,7,15.7,23.7,105,105,105,Primary
193,47.2,52.8,44698,13,12,7,9.4,20.5,108,107,107,Primary
245,51.8,48.2,40982,12,22,9,11.3,21.4,104,104,102,Primary
244,45.9,54.1,38166,10,12,12,8.2,24.9,104,106,103,Primary
1316,50.9,49.1,42864,89,34,29,77.6,17,104,102,101,Secondary
315,55.2,44.8,40123,15,15,6,12.7,24.9,106,104,103,Primary
193,46.6,53.4,32887,12,9,4,11.1,16.4,106,104,106,Primary
238,48.3,51.7,63184,92,1,4,24.2,9.8,105,103,104,Secondary
62,33.9,66.1,37257,7,3,2,4.6,13.5,102,98,101,Primary
192,55.7,44.3,37906,14,8,6,10.1,18.3,106,103,107,Primary
36,55.6,44.4,39683,4,4,1,2.5,13.6,107,105,105,Primary
175,45.1,54.9,36730,8,12,2,8,21.9,106,105,104,Primary
41,41.5,58.5,41463,4,2,1,3,13.8,105,103,105,Primary
50,48,52,40809,4,5,1,3.8,11.8,108,106,105,Primary
99,48.5,51.5,36584,5,5,2,4.2,21.8,103,103,100,Primary
233,48.5,51.5,40118,12,13,4,11.2,19.7,100,98,97,Primary
276,50.4,49.6,36415,16,10,5,13.7,18.9,107,103,100,Primary
114,50,50,29114,4,8,3,2.7,39.8,104,103,101,Primary
275,46.5,53.5,40349,13,11,2,12,22.9,104,105,101,Primary
42,40.5,59.5,33021,4,1,0,1.8,24,105,105,103,Primary
53,49.1,50.9,36837,8,4,3,4.9,10.4,109,109,107,Primary
269,52,48,37959,15,11,3,12.4,21.8,108,106,106,Primary
19,42.1,57.9,37224,5,1,0,4.7,3.8,110,107,111,Primary
352,50.6,49.4,38571,18,24,4,16.6,20.4,107,105,105,Primary
371,54.2,45.8,38041,22,20,4,18.4,19.7,111,107,106,Primary
777,47.7,52.3,38189,42,78,8,32.6,23.8,105,99,101,Primary
632,50.8,49.2,37553,35,50,4,29.3,21.6,113,111,107,Primary
91,39.6,60.4,40505,5,4,0,4.5,20.3,112,111,108,Primary
26,34.6,65.4,39891,3,4,1,3,8.7,114,111,110,Primary
67,52.2,47.8,39351,6,5,1,4.3,15.6,108,105,104,Primary
88,35.2,64.8,34189,5,0,0,4.2,21,109,107,107,Primary
152,38.8,61.2,34401,7,5,3,6.4,23.8,102,103,101,Primary
245,44.1,55.9,38146,13,15,2,10.7,22.8,105,103,108,Primary
123,53.7,46.3,38660,7,13,1,6.2,19.2,107,106,103,Primary
212,44.8,55.2,37738,13,9,2,11.6,18.2,107,107,105,Primary
239,43.9,56.1,37442,14,8,5,13.7,16.5,104,100,100,Primary
197,52.3,47.7,40491,14,10,3,10.9,17.3,108,107,106,Primary
103,40.8,59.2,37899,8,1,2,5.9,16.9,103,103,101,Primary
465,46.2,53.8,40123,26,19,6,21.9,20.4,105,104,103,Primary
99,42.4,57.6,37212,5,11,3,4.7,21.1,105,105,104,Primary
202,50.5,49.5,33533,9,15,2,8.2,24.6,104,101,102,Primary
236,47.5,52.5,38164,12,16,2,10.2,21.1,111,106,110,Primary
207,49.3,50.7,38942,13,21,3,9.2,22.6,102,101,101,Primary
243,51.9,48.1,35294,13,13,2,11.7,19.5,105,101,106,Primary
58,37.9,62.1,38213,5,7,0,3.8,15.5,98,99,99,Primary
262,51.1,48.9,36328,11,17,4,10.6,24.7,108,106,102,Primary
415,50.1,49.9,39763,17,27,0,14.5,28.7,0,0,0,Primary
198,47,53,36600,11,13,2,8.8,22.4,103,107,104,Primary
223,46.2,53.8,41194,12,18,4,9.3,24,105,104,104,Primary
212,50.9,49.1,33995,7,8,1,6.4,33.1,0,0,0,Primary
224,45.5,54.5,40690,13,8,3,8.8,25.6,,,,Primary
218,50,50,36802,12,29,3,8.9,21.9,,,,Primary
130,40.8,59.2,44058,8,5,1,6,20.2,105,105,102,Primary
262,51.1,48.9,35288,16,20,2,14.1,18,106,105,104,Primary
230,48.3,51.7,37885,11,14,8,11,20.2,105,106,108,Primary
153,51.6,48.4,41617,7,9,0,5,30.6,106,104,101,Primary
175,45.7,54.3,37935,9,6,2,7.5,23.1,109,108,107,Primary
80,56.3,43.8,38257,4,4,2,3.9,20.6,106,106,103,Primary
221,45.2,54.8,37241,9,24,2,8.6,24.1,103,105,103,Primary
60,61.7,38.3,36342,4,3,1,4,15,102,102,100,Primary
233,45.1,54.9,35895,9,8,2,6.9,32.1,104,104,102,Primary
132,44.7,55.3,35215,9,8,4,7,18,111,109,108,Primary
167,49.7,50.3,35921,8,13,1,7.5,21.2,108,107,107,Primary
136,53.7,46.3,40316,6,2,1,6,22.7,109,105,109,Primary
48,56.3,43.8,38558,4,1,1,3.2,15,105,103,104,Primary
155,53.5,46.5,38514,8,4,6,7.2,21.5,109,107,107,Primary
143,45.5,54.5,39493,8,7,1,6,23.8,106,104,103,Primary
139,54,46,39447,8,5,1,5.2,26.5,103,103,102,Primary
64,56.3,43.8,40804,5,9,3,3.3,19.4,107,106,107,Primary
86,57,43,40796,3,6,0,3,24.8,104,104,104,Primary
70,41.4,58.6,43150,3,10,2,2.6,27.5,0,0,0,Primary
330,51.5,48.5,37357,18,17,2,13.9,22.5,101,104,103,Primary
210,52.4,47.6,41868,14,22,3,12.1,16.7,106,108,104,Primary
54,46.3,53.7,31791,4,3,1,4,13.5,107,104,108,Primary
58,46.6,53.4,39254,6,7,2,3,19.1,105,103,104,Primary
133,51.9,48.1,40350,6,3,1,4.9,27.1,109,107,108,Primary
69,49.3,50.7,35753,5,5,0,4,17.3,106,105,103,Primary
49,51,49,39960,5,6,2,3.6,13.8,101,101,99,Primary
83,51.8,48.2,29426,5,3,1,3.7,22.6,110,108,108,Primary
88,48.9,51.1,37413,7,4,2,5,17.6,107,106,104,Primary
62,58.1,41.9,33939,4,5,1,4,15.5,107,106,105,Primary
220,45.9,54.1,40033,10,11,3,8.2,26.8,107,106,109,Primary
66,50,50,37116,4,7,4,3.7,17.5,107,105,103,Primary
216,44.9,55.1,37371,11,3,2,10,21.6,104,101,104,Primary
80,51.3,48.8,37183,5,5,1,3.8,20.8,103,102,103,Primary
230,49.1,50.9,34264,13,11,4,12.2,18.9,109,108,105,Primary
586,50.5,49.5,36142,33,27,7,25.8,22,106,105,105,Primary
248,53.2,46.8,38608,15,15,2,13.1,18.1,107,106,106,Primary
89,44.9,55.1,48323,5,4,1,2.9,28.3,97,92,97,Primary
107,39.3,60.7,35860,10,5,0,8.6,12.4,106,104,106,Primary
269,48.3,51.7,35906,16,24,4,12.2,22,0,0,0,Primary
262,45.4,54.6,35846,18,15,6,16.8,14.9,102,99,105,Primary
194,52.1,47.9,43128,11,8,0,7.9,22.6,106,106,109,Primary
409,53.5,46.5,37908,18,24,0,15.8,24.2,105,103,104,Primary
182,45.1,54.9,40985,12,19,3,8.8,19.8,113,109,110,Primary
372,48.4,51.6,38451,18,28,2,16.4,21.6,105,106,104,Primary
159,46.5,53.5,38056,10,9,1,8,19.9,100,100,103,Primary
261,52.9,47.1,40397,8,15,4,7.3,33.2,99,100,99,Primary
92,53.3,46.7,35409,5,9,0,4.1,22.4,110,106,106,Primary
48,56.3,43.8,36864,5,6,0,3.8,12.1,106,108,108,Primary
130,50.8,49.2,38038,6,11,4,5.8,22.4,0,0,0,Primary
623,49.1,50.9,35848,33,38,5,30.2,20.1,103,103,105,Primary
193,45.6,54.4,37895,9,11,3,7.5,25.7,107,105,105,Primary
149,45.6,54.4,37684,6,10,1,5.5,25.8,0,0,0,Primary
257,51.4,48.6,34913,17,15,1,14.3,18,108,103,106,Primary
208,56.3,43.8,36957,12,11,3,10,20.7,109,110,106,Primary
442,48,52,35645,19,28,15,17.5,23.6,103,104,104,Primary
204,51,49,33326,13,10,1,11.2,18.2,104,103,103,Primary
218,54.1,45.9,41753,10,11,0,8.6,22.7,103,103,101,Primary
102,41.2,58.8,35367,7,5,1,6,16.4,106,106,106,Primary
29,55.2,44.8,40417,3,1,1,2.4,11.9,0,0,0,Primary
354,49.4,50.6,36971,19,14,5,15.5,22.8,108,109,105,Primary
209,47.4,52.6,43130,12,12,3,9.6,21.8,108,105,106,Primary
92,52.2,47.8,37569,4,6,1,3.1,30,110,105,107,Primary
100,52,48,34106,9,10,1,6,16.7,105,105,107,Primary
38,52.6,47.4,38685,3,1,1,3,12.7,104,102,106,Primary
85,52.9,47.1,37438,5,7,1,4,20.9,0,0,0,Primary
106,52.8,47.2,36791,6,5,6,4.8,22.1,105,104,103,Primary
44,47.7,52.3,35872,4,2,1,3.1,14.4,111,110,110,Primary
56,51.8,48.2,32712,4,6,3,3.4,16.5,108,108,108,Primary
30,53.3,46.7,37319,3,1,1,2.8,10.7,110,107,108,Primary
72,54.2,45.8,34376,7,4,0,5.4,13.4,108,108,106,Primary
58,53.4,46.6,35161,4,3,1,4,14.5,110,108,110,Primary
197,43.7,56.3,41118,10,7,4,8,24.8,105,102,102,Primary
30,63.3,36.7,41179,4,3,1,3.2,9.3,109,108,109,Primary
99,49.5,50.5,36123,6,5,0,5.2,19,108,107,109,Primary
69,55.1,44.9,37619,5,8,1,4.1,16.1,106,107,104,Primary
40,67.5,32.5,34755,4,5,2,3.2,12.7,105,104,104,Primary
122,51.6,48.4,37737,8,8,3,7.1,16.3,0,0,0,Primary
69,46.4,53.6,39748,5,3,1,2.9,22.9,104,104,103,Primary
72,51.4,48.6,31801,5,6,2,3.2,22.5,109,107,109,Primary
86,52.3,47.7,43181,5,7,1,3.1,28.2,101,101,102,Primary
39,59,41,37735,9,8,2,6,6.1,98,96,100,Primary
93,48.4,51.6,36311,5,6,2,4.8,19.4,0,0,0,Primary
41,53.7,46.3,40018,3,2,1,3,13.7,104,106,106,Primary
73,41.1,58.9,37078,5,4,0,3.4,21.5,101,100,102,Primary
190,51.6,48.4,35894,10,8,5,8.8,21.6,0,0,0,Primary
44,65.9,34.1,41383,6,4,1,3.6,12.1,107,108,106,Primary
36,58.3,41.7,33231,5,0,0,2.2,16.4,106,106,104,Primary
93,54.8,45.2,35620,5,4,1,5,18.6,105,103,107,Primary
77,54.5,45.5,41380,5,2,1,4.9,15.7,108,109,106,Primary
108,47.2,52.8,36768,7,5,1,5.6,19.4,109,106,106,Primary
140,45.7,54.3,36568,10,9,1,8.1,17.3,99,100,99,Primary
122,51.6,48.4,36401,6,8,5,6,20.3,106,106,106,Primary
78,43.6,56.4,36849,6,1,3,4.5,17.3,108,105,105,Primary
46,41.3,58.7,37308,3,7,0,3,15.3,109,108,107,Primary
43,46.5,53.5,38051,4,0,2,3.2,12.8,106,105,106,Primary
60,53.3,46.7,37558,5,4,2,3.9,15.4,103,100,106,Primary
19,52.6,47.4,36837,8,4,3,4.9,3.9,105,105,105,Primary
20,55,45,34504,3,2,1,3,6.7,106,106,108,Primary
307,51.1,48.9,36224,16,15,7,13.7,22.4,103,99,104,Primary
101,53.5,46.5,37733,5,7,1,4.6,20.9,108,106,109,Primary
93,50.5,49.5,38582,6,5,1,5.1,18.4,104,105,104,Primary
110,50,50,37528,7,13,5,6.1,18.1,105,104,103,Primary
371,43.7,56.3,38113,17,24,2,13.9,26.4,105,103,104,Primary
75,44,56,39782,5,2,0,3.9,19.3,109,107,105,Primary
77,45.5,54.5,38378,5,6,0,4,18.2,100,97,101,Primary
28,57.1,42.9,36223,4,4,0,2.6,10.8,106,102,101,Primary
209,51.7,48.3,38480,9,17,1,8.9,23.5,104,104,103,Primary
64,53.1,46.9,32108,4,8,0,3,21.3,100,101,100,Primary
94,50,50,39493,6,2,0,4.4,21.2,102,100,100,Primary
59,47.5,52.5,35763,6,5,1,4,14.7,106,106,104,Primary
101,43.6,56.4,39126,7,4,1,5.7,16.9,108,106,106,Primary
67,38.8,61.2,36915,5,5,1,3.8,17.4,104,106,106,Primary
174,48.3,51.7,39226,11,7,3,8.4,20.7,109,109,108,Primary
152,44.1,55.9,33976,7,5,2,6.8,22.4,108,106,106,Primary
94,52.1,47.9,42085,4,9,1,3,31.3,,,,Primary
126,50,50,35969,6,6,2,6,19.8,106,106,107,Primary
26,53.8,46.2,39563,4,3,0,3.6,7.2,104,102,101,Primary
47,53.2,46.8,41522,3,5,0,2.6,16.9,104,104,102,Primary
61,27.9,72.1,38018,5,3,4,4.5,13.6,107,106,103,Primary
63,50.8,49.2,36314,7,4,2,5.1,12.4,110,107,105,Primary
206,51.5,48.5,36561,12,11,4,9.8,21,107,106,107,Primary
260,51.2,48.8,38410,13,16,4,11.5,22.6,110,106,107,Primary
93,46.2,53.8,33525,6,6,1,5.3,17,104,102,103,Primary
83,47,53,37850,5,1,3,5,16.6,101,101,99,Primary
335,49.6,50.4,36037,16,20,10,15,22.3,105,107,104,Primary
202,44.1,55.9,39814,10,16,4,8.4,23.5,106,101,108,Primary
120,51.7,48.3,31324,7,9,1,5.2,21.9,110,107,106,Primary
25,44,56,44598,3,2,1,2.1,12.1,101,103,102,Primary
151,55,45,33252,9,18,6,8,18.9,105,104,104,Primary
231,44.2,55.8,38766,12,16,9,11.3,20.4,106,104,104,Primary
122,58.2,41.8,38391,8,11,2,5.6,20.6,103,100,100,Primary
118,44.9,55.1,36201,6,8,2,5,23.6,109,104,105,Primary
58,48.3,51.7,34790,3,6,1,2.9,20.1,109,107,105,Primary
125,49.6,50.4,38820,5,11,3,4.8,26,109,106,107,Primary
212,44.3,55.7,34697,13,17,0,10.9,17.9,108,109,108,Primary
116,51.7,48.3,37323,7,5,3,6.6,17.7,106,107,106,Primary
127,48,52,34798,7,6,0,6.1,21,109,106,105,Primary
37,54.1,45.9,41944,9,2,0,6.1,6.1,106,107,108,Primary
110,44.5,55.5,39393,4,9,1,4,27.5,110,106,107,Primary
76,51.3,48.7,32994,5,4,1,3.8,17.6,102,103,101,Primary
189,50.3,49.7,33974,11,8,1,10,18.9,102,102,98,Primary
56,58.9,41.1,42713,3,4,3,2.6,21.5,110,107,108,Primary
130,50.8,49.2,35160,7,4,3,6.4,20.2,107,105,106,Primary
117,44.4,55.6,37214,7,8,1,5.2,22.5,105,102,101,Primary
271,50.2,49.8,38139,13,18,2,10.3,26.4,109,105,105,Primary
40,42.5,57.5,33868,5,6,0,4.2,8.9,112,110,109,Primary
58,51.7,48.3,41451,3,3,0,2.6,21.7,104,103,103,Primary
86,53.5,46.5,38288,5,6,2,3.9,20.6,108,107,105,Primary
24,41.7,58.3,36013,3,3,1,2,12,106,104,103,Primary
