Pupils,Girls,Boys,Gross_salary_year,Total_Teachers,Total_Teaching_Assistants ,Non_classroom_based_support,Full_Time_Teachers,Pupil_Teacher_Ratio,Grammer_score_AVERAGE,Math_score_AVERAGE,Reading_score_AVERAGE,School_Phase
178,51.7,48.3,38489,6,10,2,6,29.7,109,106,106,Primary
160,49.4,50.6,36055,7,14,3,5.7,25.8,109,107,110,Primary
72,43.1,56.9,38192,3,4,2,2.6,28.1,107,104,105,Primary
69,44.9,55.1,38386,5,0,1,3.5,19.5,105,102,101,Primary
104,47.1,52.9,35228,9,13,3,5.9,17.5,105,104,101,Primary
133,49.6,50.4,37713,6,8,1,5.6,23.8,102,103,103,Primary
148,49.3,50.7,36604,9,4,3,7.5,19.1,107,106,107,Primary
173,54.9,45.1,40534,9,10,3,8.4,20.6,105,103,104,Primary
74,56.8,43.2,34631,4,4,2,4,18.5,107,105,106,Primary
279,50.9,49.1,35958,13,15,3,12,23.3,102,102,102,Primary
66,47,53,33959,4,2,1,4,16.3,108,107,107,Primary
24,41.7,58.3,40117,3,2,1,2.5,9.6,109,108,106,Primary
175,49.1,50.9,34430,11,8,3,9,19.5,100,101,103,Primary
89,53.9,46.1,36132,6,7,2,4.5,18.9,106,106,102,Primary
178,51.1,48.9,37693,10,7,1,9.1,19.6,108,108,106,Primary
213,46.5,53.5,32415,13,2,2,11,19.4,106,103,101,Primary
87,50.6,49.4,35076,3,4,1,2.4,35.4,99,98,98,Primary
29,34.5,65.5,44393,3,2,0,2.4,12.1,105,105,108,Primary
109,51.4,48.6,36868,7,5,0,5.1,20.4,111,108,108,Primary
512,49.2,50.8,36617,29,4,17,28.3,18.1,104,101,103,Secondary
711,52.5,47.5,37221,41,6,14,37.2,19.1,,,,Secondary
895,50.6,49.4,38789,58,13,24,50.7,17.6,105,102,101,Secondary
757,52.6,47.4,38563,64,27,31,56.4,13.4,108,107,105,Secondary
506,47.2,52.8,36515,40,13,8,33.5,15.1,105,106,108,Secondary
499,45.3,54.7,37366,26,3,11,24.2,20.6,104,102,102,Secondary
876,53.1,46.9,37991,69,15,24,59.6,14.7,114,110,109,Secondary
646,47.5,52.5,36907,46,15,16,39.4,16.4,112,111,110,Secondary
975,53.2,46.8,37065,57,19,31,53.3,18.3,107,108,106,Secondary
1038,50.8,49.2,39268,68,20,53,62.7,16.6,106,106,105,Secondary
385,48.8,51.2,40955,27,5,5,24.9,15.5,106,104,104,Secondary
847,51.5,48.5,39356,53,8,14,42,20.2,111,108,108,Middle deemed secondary
1501,49.4,50.6,38817,111,35,27,92.9,16.2,111,110,110,Middle deemed secondary
593,45.2,54.8,37715,41,12,12,37.4,15.9,108,107,106,Secondary
296,43.9,56.1,41484,25,11,11,22.3,13.3,106,103,104,Secondary
929,53.9,46.1,38437,64,8,19,56.9,16.3,109,109,109,Secondary
794,52.3,47.7,36208,44,15,25,39.2,20.2,104,102,103,Secondary
491,53.8,46.2,38114,35,10,8,31.2,15.7,104,105,105,Secondary
367,50.4,49.6,36788,30,11,16,24,15.3,108,106,107,Secondary
1164,52.4,47.6,38030,68,28,25,63.9,18.2,105,106,104,Secondary
604,52.8,47.2,39280,42,16,8,38.3,15.8,108,105,109,Secondary
519,54.1,45.9,39536,32,6,6,28.2,18.4,103,103,102,Secondary
818,0,100,38177,60,4,17,52.2,15.7,106,106,106,Secondary
1475,50.3,49.7,36925,98,20,57,86.9,17,108,104,104,Secondary
468,47,53,39322,32,19,11,28.8,16.3,105,106,105,Secondary
71,50.7,49.3,37230,5,5,1,4.8,14.8,103,103,102,Primary
342,50.6,49.4,35993,17,22,4,16,21.4,109,107,108,Primary
1961,49.9,50.1,40413,112,27,96,100.8,19.5,109,105,107,Secondary
891,99.9,0.1,40736,64,14,30,53.6,16.6,105,104,103,Secondary
783,45.6,54.4,40001,45,11,24,42.3,18.5,106,103,103,Secondary
1745,48.3,51.7,40388,98,18,33,88.1,19.8,110,107,106,Secondary
1449,48,52,38561,106,21,39,97.4,14.9,108,105,107,Secondary
1974,51.9,48.1,38580,131,47,77,111.7,17.7,104,106,103,Secondary
37,48.6,51.4,32165,4,3,1,3.5,10.6,103,104,102,Primary
682,47.8,52.2,36963,38,8,14,36.8,18.5,108,105,103,Secondary
599,54.3,45.7,39886,36,18,25,30.8,19.5,105,103,103,Secondary
264,43.6,56.4,28327,15,14,5,13.8,18,104,104,103,Primary
293,48.8,51.2,40528,19,4,11,17.6,16.6,106,106,108,Secondary
178,45.5,54.5,35469,8,9,5,7,23.4,105,101,103,Primary
235,47.2,52.8,38768,9,11,4,9,26.1,110,108,107,Primary
278,50.4,49.6,40094,13,23,15,10.7,26,104,104,103,Primary
259,49,51,34356,11,27,4,10.6,21.3,106,105,105,Primary
1180,48.5,51.5,40130,72,8,23,64.7,18.2,106,107,105,Secondary
188,48.4,51.6,39570,9,12,2,8.5,21.4,109,108,108,Primary
362,50,50,35021,31,16,15,27.4,13.2,105,106,105,Secondary
88,46.6,53.4,33899,8,7,5,6.1,14.4,106,104,106,Primary
283,49.1,50.9,38274,14,18,3,11.3,25,107,105,109,Primary
206,51,49,34759,11,15,3,8.6,24,106,108,105,Primary
198,50.5,49.5,39087,9,10,1,8.1,24.4,109,105,104,Primary
128,56.3,43.8,35291,8,9,1,6.9,17.8,107,103,105,Primary
311,44.1,55.9,41918,18,14,1,12.8,24.2,109,107,106,Primary
110,51.8,48.2,39633,10,6,1,6.3,17.5,109,107,108,Primary
298,49.3,50.7,37132,17,8,3,14.1,21.1,110,107,109,Primary
501,44.5,55.5,36196,19,47,6,17.4,27.2,107,106,106,Primary
177,46.3,53.7,37724,9,7,4,7.6,21.9,101,99,103,Primary
238,56.7,43.3,37989,11,16,3,10.1,23.6,106,105,105,Primary
442,42.8,57.2,38468,23,27,21,16.5,26.8,108,106,104,Primary
104,59.6,40.4,40375,6,6,3,5.2,20.1,109,108,108,Primary
199,19.1,80.9,42190,16,1,14,15.6,12.8,109,107,108,Secondary
402,46.8,53.2,38548,25,5,9,24.6,16.3,107,106,106,Secondary
77,44.2,55.8,38076,5,7,2,4.4,17.2,103,103,104,Primary
311,48.2,51.8,36890,19,15,3,15.6,19.9,106,106,104,Primary
979,48.3,51.7,41899,59,22,24,52.4,18.7,108,106,105,Secondary
147,51,49,36561,11,13,2,8.2,17.6,103,102,100,Primary
225,57.3,42.7,33236,19,17,11,12.5,16.6,109,108,107,Primary
149,47,53,37843,9,8,6,5.9,23.6,112,111,111,Primary
97,47.4,52.6,36419,7,9,1,5,19,105,102,101,Primary
262,46.2,53.8,38696,18,13,3,14,17.9,104,104,102,Primary
407,47.2,52.8,35598,22,27,5,18.2,22.3,104,105,105,Primary
47,51.1,48.9,35416,4,7,1,4,11.8,106,105,106,Primary
123,53.7,46.3,35928,7,9,1,5.9,19.7,104,103,103,Primary
28,57.1,42.9,38298,4,3,1,3,9.4,104,104,106,Primary
219,48.9,51.1,38285,12,9,4,9.9,20.9,109,109,108,Primary
56,44.6,55.4,38924,4,4,1,4,14,109,105,107,Primary
114,41.2,58.8,32374,7,8,2,6.2,18.4,111,104,107,Primary
421,47.7,52.3,38804,20,18,10,16.6,25.3,107,108,107,Primary
35,34.3,65.7,50037,4,9,1,1.6,21.9,108,108,108,Primary
77,58.4,41.6,44158,3,5,1,2.9,26.7,108,105,105,Primary
29,34.5,65.5,38359,3,5,4,3,9.7,106,108,106,Primary
136,51.5,48.5,38944,10,8,2,8.4,16.3,104,105,104,Primary
210,44.3,55.7,40915,15,13,11,11.8,17.8,109,107,109,Primary
247,45.7,54.3,36371,13,18,2,10.2,21.9,108,106,107,Primary
148,51.4,48.6,27692,8,5,2,7,21.1,108,106,106,Primary
215,42.3,57.7,36075,13,14,4,11.3,17.7,105,102,104,Primary
217,49.3,50.7,39180,8,13,3,6.9,29.1,108,106,108,Primary
45,46.7,53.3,39458,3,4,1,2.4,18.8,106,107,105,Primary
219,43.4,56.6,42308,11,5,2,8.9,24.3,98,98,97,Primary
28,35.7,64.3,40583,4,2,1,3.1,9,103,102,102,Primary
118,50,50,36313,6,6,4,5.1,21.7,100,99,97,Primary
543,47.7,52.3,39076,31,15,16,28.5,19.1,100,99,100,Secondary
197,48.7,51.3,37867,8,14,3,7.9,24.8,104,104,101,Primary
391,50.9,49.1,37733,22,13,6,17.2,21.3,102,102,102,Primary
671,50.2,49.8,40636,40,11,15,37.8,17.8,104,103,103,Secondary
193,53.9,46.1,36889,10,12,2,8.5,22.7,103,104,103,Primary
1325,47,53,40718,95,21,26,79.6,16.6,106,103,102,Secondary
313,55.3,44.7,33831,17,22,1,14.5,21.6,105,106,105,Primary
204,49,51,35328,13,9,0,9.2,22.1,104,103,102,Primary
164,49.4,50.6,39621,5,8,2,4.4,35.6,106,104,105,Primary
423,48.9,51.1,37067,23,11,7,18.3,23.1,105,104,103,Primary
1521,50.2,49.8,42082,7,24,29,6.1,0,106,105,106,Secondary
210,53.3,46.7,35148,10,15,7,7.7,27.3,104,105,103,Primary
193,51.3,48.7,33618,8,11,8,7.4,26.1,108,105,105,Primary
231,48.9,51.1,36628,10,20,5,9.5,23.3,98,98,98,Primary
432,48.6,51.4,37412,14,13,25,12.7,32.9,108,109,108,Primary
113,38.9,61.1,35515,6,0,2,5,22.6,104,103,102,Primary
123,46.3,53.7,35173,5,12,5,5,23,105,102,102,Primary
236,53.8,46.2,36945,11,13,4,9.2,24.6,107,105,105,Primary
182,44.5,55.5,39837,10,12,4,8.1,21.7,103,102,101,Primary
115,46.1,53.9,43974,5,8,2,4.9,22.3,104,104,103,Primary
450,49.1,50.9,36327,17,33,4,15.9,26.9,101,99,100,Primary
180,43.3,56.7,37639,16,15,2,11.1,16.2,101,99,98,Primary
179,43,57,40927,9,14,2,8.2,21.8,106,106,104,Primary
183,54.1,45.9,36334,10,12,3,8,22.9,106,103,104,Primary
221,42.1,57.9,41439,10,11,3,9.3,22.1,100,101,99,Primary
233,52.8,47.2,39186,11,8,3,9.7,24,106,104,102,Primary
410,55.4,44.6,39813,18,16,4,15.6,26.2,106,104,103,Primary
212,44.8,55.2,39173,11,10,1,9,23.5,104,104,103,Primary
197,50.8,49.2,42302,8,10,2,7.2,27.4,112,111,109,Primary
159,47.8,52.2,42090,7,11,3,6.9,21.2,107,104,105,Primary
76,50,50,37530,5,3,1,4.9,15.5,106,105,104,Primary
211,47.9,52.1,40100,12,14,1,8.8,24,107,106,107,Primary
119,58,42,41965,6,11,3,5.6,20.1,102,102,102,Primary
140,52.9,47.1,38543,10,6,2,8.4,16.7,109,108,108,Primary
83,44.6,55.4,37910,4,6,2,3.8,21.8,104,104,103,Primary
250,48.4,51.6,42391,12,19,3,11.2,21,99,101,99,Primary
145,55.2,44.8,35321,8,9,2,7.1,19,107,104,107,Primary
264,47.7,52.3,39636,13,23,2,12.1,20.9,102,99,102,Primary
37,35.1,64.9,42299,3,3,3,3,12.3,109,106,104,Primary
99,44.4,55.6,41418,5,4,1,4.6,21.5,105,107,106,Primary
48,43.8,56.3,35513,3,4,1,1.8,26.7,107,102,102,Primary
55,54.5,45.5,36389,7,5,1,3.6,15.3,105,103,102,Primary
416,51.2,48.8,37431,16,18,3,15.2,27.4,102,102,99,Primary
216,48.6,51.4,40946,14,18,2,8.6,22.1,106,105,104,Primary
350,47.4,52.6,37870,20,9,3,15.7,22.3,107,105,104,Primary
226,47.3,52.7,39661,14,15,2,10.1,22.4,105,101,101,All through
168,51.8,48.2,38524,11,12,2,8.1,20.9,104,107,104,Primary
321,53.3,46.7,35554,15,19,3,14.4,22.3,105,102,101,Primary
29,37.9,62.1,41024,3,3,1,1.7,17.5,102,102,96,Primary
100,49,51,36018,6,4,2,5.3,18.9,107,104,102,Primary
249,51.8,48.2,37229,13,13,3,9.6,24.7,99,100,98,Primary
239,46.9,53.1,34713,15,17,2,13.2,17.5,110,105,104,Primary
368,48.6,51.4,39336,20,18,4,17.8,20.7,109,105,104,Primary
354,52.8,47.2,41808,12,26,3,11,30.4,,,,Primary
84,45.2,54.8,39550,6,5,3,3.9,21.8,105,101,100,Primary
63,60.3,39.7,43169,3,3,0,3,21,106,107,104,Primary
133,55.6,44.4,39583,8,9,3,6.1,21.7,108,105,103,Primary
92,44.6,55.4,37732,7,4,1,5,18.4,,,,Primary
237,46.8,53.2,40518,10,14,4,9.8,23.3,111,107,106,Primary
371,53.4,46.6,39272,20,9,2,15,24.7,106,105,103,Primary
264,48.1,51.9,37199,16,15,2,12.7,20.8,108,107,104,Primary
196,47.4,52.6,39388,10,6,2,7.7,25.5,112,107,107,Primary
141,47.5,52.5,38310,7,8,2,6.1,20.7,107,104,103,Primary
129,48.8,51.2,36844,7,8,1,5.4,23.9,,,,Primary
206,50.5,49.5,36896,9,9,1,8.9,22,108,104,102,Primary
199,59.8,40.2,38842,10,7,2,8.1,24.7,108,104,106,Primary
67,46.3,53.7,39056,5,4,1,3.8,17.6,110,110,107,Primary
248,47.2,52.8,39731,12,16,4,10.6,23.4,102,100,100,Primary
278,49.3,50.7,39447,15,14,3,12,23.2,109,105,104,Primary
64,59.4,40.6,40848,4,3,1,4,16,110,107,105,Primary
206,52.9,47.1,38038,11,10,1,9.5,21.7,109,108,105,Primary
121,49.6,50.4,41765,6,7,1,5,24.2,102,102,100,Primary
233,51.1,48.9,38500,12,12,4,10.8,20.5,107,106,103,Primary
179,47.5,52.5,40140,11,13,2,8,22.4,110,108,109,Primary
164,48.8,51.2,34070,7,6,1,7,23.4,109,109,107,Primary
53,41.5,58.5,45863,5,2,1,3.8,14.1,110,108,106,Primary
243,49,51,38341,11,16,3,10.2,22.6,103,98,101,Primary
49,49,51,43085,3,2,1,2.7,18.1,101,101,101,Primary
61,44.3,55.7,42053,4,4,1,4,15.3,108,106,107,Primary
226,45.1,54.9,39386,10,19,3,8.7,22.4,111,107,106,Primary
268,44.4,55.6,38713,19,16,3,16.8,15.9,107,103,103,Primary
294,46.9,53.1,42994,15,26,5,12.4,20.3,100,102,99,Primary
324,45.1,54.9,40538,17,21,5,15.2,21.3,109,108,106,Primary
233,44.2,55.8,36343,14,13,3,11.3,20.6,108,106,106,Primary
232,47.8,52.2,38763,11,28,2,9.8,23.7,105,105,103,Primary
224,52.2,47.8,38581,10,18,2,8.4,23.9,107,107,109,Primary
348,42.2,57.8,38226,16,18,3,12.4,24.3,107,106,106,Primary
139,46.8,53.2,40449,6,6,2,5.4,24,110,108,106,Primary
153,45.1,54.9,38541,11,12,2,8.1,18.8,108,107,104,Primary
125,37.6,62.4,43908,7,14,0,5.7,19.3,108,105,105,Primary
215,48.8,51.2,36354,10,14,1,9.5,22.6,104,105,102,Primary
231,48.9,51.1,35821,12,12,3,11,20.9,106,104,99,Primary
233,46.8,53.2,39538,10,10,2,9.4,23.2,108,106,102,Primary
451,45.2,54.8,35380,18,34,4,15.9,27.7,104,104,101,Primary
414,44,56,37303,21,19,3,17.7,22.3,111,108,107,Primary
30,46.7,53.3,39013,3,2,1,3,10,98,101,100,Primary
208,52.9,47.1,38021,10,8,2,7.9,26.5,110,109,107,Primary
73,52.1,47.9,37685,4,3,1,3,24.5,108,106,105,Primary
250,47.2,52.8,38443,14,7,2,10.4,24,109,106,105,Primary
197,48.7,51.3,38020,12,12,2,9,21.8,106,103,101,Primary
81,51.9,48.1,41370,5,3,1,4.6,17.6,108,105,106,Primary
103,50.5,49.5,36534,7,5,3,5.2,19.8,108,106,106,Primary
196,55.1,44.9,41146,9,9,2,8,24.5,108,106,106,Primary
85,47.1,52.9,35242,7,8,1,5.6,15.2,109,106,103,Primary
74,36.5,63.5,41323,5,5,1,4.1,18,109,106,104,Primary
84,42.9,57.1,38202,4,8,1,3.6,23.4,105,102,101,Primary
175,46.3,53.7,35871,9,9,2,8.6,20.3,110,108,105,Primary
207,47.8,52.2,41316,10,13,2,8.5,24.5,107,105,105,Primary
24,66.7,33.3,42759,3,2,1,2.4,10,105,104,101,Primary
237,45.1,54.9,41267,10,17,2,10,22.4,107,105,104,Primary
214,43.5,56.5,41501,10,7,2,8.2,26.1,109,105,102,Primary
222,47.7,52.3,37090,10,22,4,9.6,21.9,110,108,107,Primary
309,46.6,53.4,36389,16,15,2,13.8,22.4,107,103,102,Primary
165,47.3,52.7,39461,11,10,2,7.4,22.3,103,102,101,Primary
251,50.6,49.4,37940,14,18,4,11.2,21.4,110,108,103,Primary
93,45.2,54.8,41167,5,9,2,4.7,20,108,108,104,Primary
99,48.5,51.5,40106,6,9,2,4.3,23.2,106,106,105,Primary
177,46.9,53.1,43359,8,13,2,7.9,22.4,103,103,103,Primary
192,47.4,52.6,41549,12,12,3,8.9,21.6,107,104,105,Primary
211,54.5,45.5,37518,12,11,3,9.5,21.1,107,106,104,Primary
149,44.3,55.7,38186,9,9,3,7,21.3,105,105,105,Primary
161,49.7,50.3,39346,8,10,1,7,23,107,105,106,Primary
418,53.6,46.4,37061,20,27,3,18.8,22.2,110,109,107,Primary
107,43,57,40183,7,10,2,5,21.4,109,106,106,Primary
161,45.3,54.7,38451,9,6,3,8.2,19.6,112,109,107,Primary
144,48.6,51.4,41916,7,11,2,6.5,20.2,101,98,97,Primary
225,48,52,40309,14,25,3,11.2,18.5,105,105,103,Primary
59,57.6,42.4,34751,3,5,1,2.6,22.7,107,103,103,Primary
109,43.1,56.9,37264,8,6,1,6.9,14.9,100,100,97,Primary
353,49.3,50.7,41853,18,15,2,13.3,24.1,106,106,105,Primary
342,45.6,54.4,35847,18,10,3,17.6,19.4,110,108,107,Primary
286,48.6,51.4,41994,15,14,2,11.5,22.8,105,102,102,Primary
111,58.6,41.4,37037,5,7,1,4.9,22.7,111,109,106,Primary
172,47.1,52.9,39572,11,11,2,9.4,18.3,106,106,103,Primary
176,52.8,47.2,38972,11,8,0,7.2,21.2,101,102,101,Primary
237,47.7,52.3,37625,11,13,3,9.5,23.8,105,107,107,Primary
50,50,50,45097,4,4,1,2.2,23.1,106,104,106,Primary
54,59.3,40.7,44458,7,5,1,3.1,16.2,111,107,105,Primary
388,50.8,49.2,38255,19,23,2,15,25,110,106,103,Primary
77,41.6,58.4,37344,6,4,1,3.8,19.2,106,106,105,Primary
213,39,61,40175,13,16,3,11.7,18.2,115,110,107,Primary
97,56.7,43.3,34836,7,7,1,5.7,16.8,104,104,102,Primary
298,43.6,56.4,39826,12,18,2,12,23.7,99,99,97,Primary
73,56.2,43.8,37109,5,6,1,4.1,17,108,107,103,Primary
336,54.2,45.8,39510,15,15,3,12.9,26,103,101,102,Primary
153,55.6,44.4,37971,9,11,3,6.4,23.9,104,104,101,Primary
42,57.1,42.9,50602,5,3,1,2.7,15.5,101,101,99,Primary
89,52.8,47.2,38291,7,7,2,5.2,17,110,108,106,Primary
252,40.5,59.5,37326,13,17,6,9.6,26.3,101,100,100,Primary
72,52.8,47.2,46045,4,7,1,3.4,21.2,109,105,109,Primary
117,55.6,44.4,37555,4,6,1,3.8,30.8,102,99,100,Primary
210,47.6,52.4,39937,14,15,5,10,18.6,,,,Primary
174,49.4,50.6,38260,11,14,2,10.3,16.9,108,106,106,Primary
378,45.2,54.8,38904,22,20,3,16.7,22.6,111,108,109,Primary
355,47.3,52.7,37203,17,23,3,14.4,23.5,106,105,102,Primary
312,54.8,45.2,35835,17,12,3,14.9,20.5,110,107,106,Primary
430,55.6,44.4,37698,19,24,4,17.3,23.8,,,,Primary
260,51.2,48.8,41002,14,10,2,10,26.1,108,105,106,Primary
235,43.4,56.6,39678,10,17,2,9,25,107,108,105,Primary
214,50,50,39704,10,18,2,9.1,22.3,107,106,106,Primary
245,53.1,46.9,32697,12,12,2,9.8,21.9,106,106,105,Primary
219,53,47,38631,12,11,4,8.7,23.5,104,103,101,Primary
210,50,50,40573,11,11,2,8.3,25.3,107,104,104,Primary
338,46.2,53.8,39809,18,19,4,14.8,21.2,109,109,108,Primary
36,41.7,58.3,39072,4,4,1,3,10.2,107,107,108,Primary
142,43,57,37625,9,7,1,7.1,19.9,115,109,110,Primary
288,48.3,51.7,37118,17,15,4,14.8,19.5,105,101,105,Primary
231,51.5,48.5,38744,12,12,2,11.5,20.1,106,106,103,Primary
150,55.3,44.7,42895,8,7,1,5.5,27.4,106,106,104,Primary
333,48.6,51.4,36866,15,20,5,14.2,22.2,105,104,103,Primary
250,48,52,40569,11,16,4,10.6,23.6,106,106,103,Primary
139,48.9,51.1,37881,9,8,2,6.5,21.4,103,103,106,Primary
147,46.3,53.7,37497,9,27,3,7.7,17.8,108,105,104,Primary
82,45.1,54.9,37629,5,9,1,4.3,19.1,111,107,107,Primary
154,57.8,42.2,37123,11,9,2,8.9,16.2,105,104,102,Primary
310,44.8,55.2,39866,13,15,4,11.2,27.7,106,105,104,Primary
255,50.2,49.8,39671,11,13,4,10.9,23.4,105,104,104,Primary
167,44.9,55.1,42155,9,9,3,8.6,19.4,107,105,103,Primary
218,46.8,53.2,40179,12,23,3,10.4,18.8,107,104,103,Primary
76,52.6,47.4,37657,6,3,1,4.3,16.2,107,107,106,Primary
219,48.4,51.6,37774,12,15,3,9.6,22.8,105,106,105,Primary
159,49.1,50.9,36200,9,6,2,6.3,25.2,107,104,104,Primary
213,50.2,49.8,37262,11,12,2,8.2,22.5,106,104,105,Primary
211,54,46,39365,10,9,2,8.7,24.2,111,108,112,Primary
210,50,50,42647,10,8,2,8,26.3,105,106,103,Primary
208,49,51,40161,12,12,3,9.9,20,102,101,101,Primary
269,49.8,50.2,43435,10,18,2,9,29.9,101,99,99,Primary
216,47.7,52.3,38205,10,23,2,9.1,21.5,108,104,106,Primary
238,51.3,48.7,39299,13,20,3,10.3,23.2,108,104,104,Primary
81,59.3,40.7,37223,6,5,1,5.9,13.7,105,104,104,Primary
143,52.4,47.6,35702,8,11,2,6.7,21.3,107,106,105,Primary
186,46.8,53.2,37116,8,12,2,8,23.3,105,102,108,Primary
390,50.8,49.2,36272,22,15,3,18,21.7,108,106,108,Primary
246,49.2,50.8,41748,11,11,4,9.5,23.7,106,106,105,Primary
306,47.1,52.9,39252,17,12,2,12.5,23.7,105,105,107,Primary
81,44.4,55.6,40665,4,4,3,3.8,21.3,107,106,104,Primary
313,45,55,37160,19,18,3,14.2,22,106,106,104,Primary
101,52.5,47.5,39034,6,5,1,5,20.2,106,106,105,Primary
199,48.7,51.3,42198,10,13,2,8,25,107,105,105,Primary
123,52.8,47.2,41330,6,8,1,5.6,21,109,108,105,Primary
353,51,49,38233,16,23,3,13.4,25.2,111,110,106,Primary
155,47.1,52.9,37212,8,12,1,7.3,21.2,110,107,106,Primary
63,57.1,42.9,32895,5,8,1,4,15.8,108,107,109,Primary
81,53.1,46.9,41114,6,4,2,4.5,17.9,104,103,104,Primary
110,58.2,41.8,41177,6,7,2,4.6,23.9,103,104,102,Primary
137,54,46,39283,8,8,4,6,22.8,106,103,102,Primary
40,57.5,42.5,40644,3,4,3,2.9,13.8,107,103,102,Primary
120,50,50,27155,6,12,2,4.2,26.8,107,104,105,Primary
113,47.8,52.2,43755,5,5,1,5,22.6,107,107,105,Primary
198,55.1,44.9,37844,9,8,3,9,22,108,107,104,Primary
58,39.7,60.3,39726,3,2,3,2.9,20,107,104,103,Primary
71,56.3,43.7,39719,5,5,1,3.2,22.2,107,105,105,Primary
116,57.8,42.2,38518,7,4,1,5.6,20.7,100,99,99,Primary
291,48.8,51.2,38209,12,18,2,10.1,25.2,108,106,104,Primary
21,19,81,43274,3,4,1,2,10.5,104,100,101,Primary
63,60.3,39.7,37232,5,6,3,3.9,16,111,108,104,Primary
195,43.1,56.9,40159,10,11,2,8.8,22.2,110,105,106,Primary
307,48.9,51.1,36387,18,24,2,13.2,22.7,105,104,101,Primary
34,35.3,64.7,43522,4,7,1,2.7,12.8,100,99,95,Primary
59,45.8,54.2,48060,3,3,1,2.3,25.7,106,103,102,Primary
33,48.5,51.5,41945,4,4,1,2.4,13.8,100,99,99,Primary
35,57.1,42.9,36110,4,3,1,3.2,10.9,105,104,100,Primary
98,44.9,55.1,37642,5,7,3,5,19.6,102,102,99,Primary
90,60,40,41416,5,9,2,4,22.5,108,105,107,Primary
115,50.4,49.6,40166,7,9,1,5.1,20.2,109,106,105,Primary
189,49.2,50.8,40285,7,9,2,6.7,28.4,105,102,102,Primary
95,53.7,46.3,42928,6,3,1,4.7,20.2,107,107,107,Primary
63,42.9,57.1,39316,5,5,1,3.7,17,106,105,105,Primary
50,40,60,46062,4,5,1,3.4,14.9,106,104,104,Primary
90,44.4,55.6,34685,5,2,1,4.9,18.4,,,,Primary
56,53.6,46.4,41804,6,2,1,3.5,15.9,106,107,103,Primary
72,51.4,48.6,46319,4,6,1,3,24,,,,Primary
64,45.3,54.7,41153,3,5,3,2.9,22.2,109,106,104,Primary
77,51.9,48.1,42334,5,9,2,3.4,22.5,,,,Primary
44,47.7,52.3,38322,4,3,1,2.9,15.3,109,102,104,Primary
64,64.1,35.9,44635,3,2,3,2.6,24.6,108,103,102,Primary
32,46.9,53.1,42910,4,4,1,2.3,13.9,,,,Primary
72,44.4,55.6,43639,4,4,1,3.8,18.9,107,106,104,Primary
74,58.1,41.9,38476,5,4,1,3.6,20.6,,,,Primary
146,46.6,53.4,39717,7,9,1,6,24.3,109,107,105,Primary
29,62.1,37.9,42708,4,6,1,2.2,13.1,109,107,108,Primary
364,53,47,41450,18,28,4,16,21.9,103,103,100,Primary
129,51.2,48.8,40089,7,7,2,6,21.5,103,104,102,Primary
97,47.4,52.6,36529,7,11,2,6.7,14.6,105,104,101,Primary
209,46.9,53.1,41827,10,10,2,9.2,22.7,107,108,107,Primary
107,55.1,44.9,40489,6,3,1,5.1,21,102,100,99,Primary
53,56.6,43.4,40496,4,4,1,3.5,15.1,107,104,104,Primary
62,50,50,39454,5,2,1,3.7,16.8,110,107,110,Primary
128,59.4,40.6,39261,7,3,2,6.8,18.8,107,106,104,Primary
19,47.4,52.6,35246,4,0,1,2.8,6.1,104,102,101,Primary
41,53.7,46.3,42154,4,2,1,3.3,12.4,107,105,104,Primary
201,46.3,53.7,36779,10,11,1,9.6,20.9,104,102,104,Primary
54,50,50,36159,4,3,1,3.1,17.4,109,106,105,Primary
37,56.8,43.2,41656,8,4,1,2.5,14.8,100,100,99,Primary
65,55.4,44.6,45999,4,9,2,3,21.7,108,105,103,Primary
329,48.9,51.1,40641,17,28,6,13.8,23.9,105,105,103,Primary
59,40.7,59.3,45823,3,2,1,2.4,22.8,108,104,99,Primary
48,41.7,58.3,36757,4,2,1,3.7,13,110,108,110,Primary
313,47.6,52.4,38416,17,16,2,14.8,21.1,109,108,105,Primary
211,44.1,55.9,38355,10,9,2,9.4,22.4,108,108,108,Primary
89,43.8,56.2,38594,6,6,1,4,22.3,108,107,107,Primary
94,41.5,58.5,43331,5,3,1,4.6,20.4,105,105,103,Primary
208,53.8,46.2,41266,10,7,2,8.2,25.4,107,105,102,Primary
516,54.1,45.9,38909,22,20,3,19.9,25,109,105,105,Primary
196,52.6,47.4,36893,9,12,2,9,21,107,104,103,Primary
97,47.4,52.6,40076,6,10,1,5.6,17.3,106,104,103,Primary
73,41.1,58.9,41025,6,4,0,4.5,15.3,108,106,106,Primary
126,50.8,49.2,38695,8,9,2,7.2,17.5,103,101,103,Primary
233,51.5,48.5,38248,11,10,4,9.7,22.5,103,101,101,Primary
131,55.7,44.3,37200,6,10,1,6,21.8,106,106,103,Primary
169,47.3,52.7,39959,11,7,2,7.6,20.5,104,102,102,Primary
57,52.6,47.4,43358,5,4,1,2.9,20,110,109,107,Primary
103,40.8,59.2,36614,9,5,2,6.5,15.8,103,102,100,Primary
83,47,53,44323,3,8,1,3,27.7,107,105,102,Primary
51,35.3,64.7,38645,4,5,1,3.6,14.4,105,103,101,Primary
89,62.9,37.1,36127,7,4,1,5.5,15.3,110,106,105,Primary
